Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Loan_Purpose,Origination_Date,Credit_Score,Interest_Rate,Loan_Term_Months,Monthly_Installment,Number_of_Active_Loans,Total_Debt,Debt_to_Income,Loan_to_Income,Previous_Defaults,Days_Past_Due,Payment_History_Ratio,Credit_Utilization,Collateral_Type,Default_Flag,Loan_Status
LOAN_04378,CUST_02896,Auto,23935.15,Motorcycle,2025-04-09,567,9.21,60,499.3,1,48528.94,0.1782,0.7119,1,15,0.8852,0.08,New Vehicle,0,Grace Period
LOAN_04379,CUST_05814,Auto,19802.76,New Car Purchase,2018-03-08,634,7.06,24,887.16,3,42928.66,1.5,1.0184,0,3,0.9482,0.2683,Used Vehicle,0,Grace Period
LOAN_04380,CUST_07505,Consumer,1270.49,Electronics Purchase,2022-11-25,544,8.5,12,110.81,1,2374.27,0.6341,0.6059,0,4,0.9883,0.6388,None,1,Default
LOAN_04381,CUST_04678,Consumer,29398.96,Appliances,2023-12-22,623,7.95,6,5014.07,3,67377.53,1.5,0.5289,1,10,0.8813,0.3218,Furniture,0,Grace Period
LOAN_04382,CUST_03889,Auto,2777.68,Commercial Vehicle,2022-05-15,552,8.14,36,87.22,2,5364.43,0.4851,0.6437,0,1,1.0,0.289,Used Vehicle,0,Grace Period
LOAN_04383,CUST_01231,Consumer,6908.6,Appliances,2024-03-31,599,7.49,36,214.87,1,9400.81,0.0589,0.1578,0,5,0.9955,0.2473,Electronics,0,Grace Period
LOAN_04384,CUST_03688,Consumer,4001.97,Electronics Purchase,2022-08-11,523,9.14,12,350.24,4,4704.55,1.5,0.3845,0,7,0.9529,0.4531,Furniture,0,Grace Period
LOAN_04385,CUST_02084,Personal,53528.39,Education Fees,2023-12-04,594,8.63,24,2436.35,2,55189.04,0.9102,0.8333,0,1,0.9738,0.3867,None,1,Default
LOAN_04386,CUST_05107,Consumer,32640.04,Travel Package,2023-07-16,641,6.79,36,1004.7,2,38096.49,0.4275,0.5786,0,1,0.951,0.3875,None,1,Default
LOAN_04387,CUST_03357,Consumer,500.0,Subscription,2025-05-31,589,7.78,6,85.23,1,1065.1,0.7955,0.3889,0,0,1.0,0.0262,Furniture,1,Default
LOAN_04388,CUST_07352,Personal,9430.27,Relocation,2007-09-23,510,9.94,60,200.09,1,10430.22,0.3027,1.1888,0,2,0.9913,0.8585,Jewelry,0,Grace Period
LOAN_04389,CUST_06575,Personal,40958.01,Education Fees,2025-03-06,620,6.44,36,1254.2,2,75355.68,0.775,1.0546,0,3,0.9849,0.3199,Fixed Deposit,0,Grace Period
LOAN_04390,CUST_00900,Auto,30229.22,Commercial Vehicle,2024-02-10,620,7.03,24,1353.85,1,42253.63,0.703,1.308,1,24,0.8188,0.1567,Motorcycle,0,Late (16-30 days)
LOAN_04391,CUST_03776,Auto,81840.69,Commercial Vehicle,2025-01-31,640,7.87,24,3696.58,1,128245.54,0.6049,1.116,0,1,0.9532,0.4312,New Vehicle,0,Grace Period
LOAN_04392,CUST_06869,Auto,24532.28,New Car Purchase,2019-01-13,627,6.59,48,582.8,4,41882.05,1.4384,1.2614,0,6,0.996,0.1763,Motorcycle,0,Grace Period
LOAN_04393,CUST_06624,Mortgage,56254.87,Home Construction,2023-07-29,562,8.95,120,711.09,2,106706.99,1.5,6.5901,1,32,0.7866,0.54,Commercial Property,0,Late (31-90 days)
LOAN_04394,CUST_07240,Personal,3267.26,Emergency Fund,2021-07-03,608,8.55,48,80.61,2,5349.71,0.1226,0.207,1,19,0.8173,0.4456,Fixed Deposit,0,Late (16-30 days)
LOAN_04395,CUST_01642,Personal,25683.39,Wedding,2021-09-12,571,8.47,48,632.69,4,45753.83,1.0454,0.8841,1,24,0.8262,0.1327,None,0,Late (16-30 days)
LOAN_04396,CUST_08107,Consumer,500.0,Appliances,2025-03-25,547,9.29,36,15.97,4,623.05,0.6897,0.4499,0,0,0.953,0.522,Furniture,1,Default
LOAN_04397,CUST_02846,Personal,9710.73,Debt Consolidation,2024-12-11,507,9.41,36,310.65,3,19289.59,0.8116,0.7047,0,9,1.0,0.5356,Savings Account,1,Default
LOAN_04398,CUST_04812,Personal,8761.24,Education Fees,2025-05-31,594,7.16,24,392.9,4,14295.06,0.5214,0.2422,1,19,0.8735,0.1729,Fixed Deposit,0,Late (16-30 days)
LOAN_04399,CUST_03288,Consumer,2077.89,Subscription,2024-05-25,548,8.51,18,123.37,1,4976.19,0.2783,0.3907,1,25,0.7886,0.7138,Furniture,0,Late (16-30 days)
LOAN_04400,CUST_05032,Personal,24282.18,Wedding,2024-10-21,560,9.54,24,1115.35,1,36331.26,0.7701,1.3972,1,34,0.7807,0.1604,Savings Account,0,Late (31-90 days)
LOAN_04401,CUST_05790,Auto,41111.31,Commercial Vehicle,2021-03-17,610,7.59,36,1280.52,4,62863.15,1.5,1.824,0,1,0.9767,0.3215,Motorcycle,1,Default
LOAN_04402,CUST_07987,Auto,2956.81,Car Refinance,2025-05-16,556,9.84,60,62.59,2,3187.35,0.5539,1.0902,1,11,0.917,0.1772,New Vehicle,0,Grace Period
LOAN_04403,CUST_01888,Personal,5999.21,Emergency Fund,2024-04-27,559,8.17,12,522.33,3,10502.36,1.5,0.8708,0,0,1.0,0.2816,Fixed Deposit,1,Default
LOAN_04404,CUST_00216,Consumer,5499.39,Electronics Purchase,2018-11-09,621,7.86,36,171.98,5,8198.67,0.4238,0.2259,0,3,1.0,0.5865,Electronics,0,Grace Period
LOAN_04405,CUST_03014,Consumer,6592.91,Travel Package,2025-05-29,589,7.89,12,573.17,1,10098.76,0.2266,0.2172,0,9,0.9858,0.1875,Furniture,1,Default
LOAN_04406,CUST_05004,Consumer,9897.48,Furniture,2025-04-18,590,8.93,12,865.23,1,10375.83,0.7186,0.6851,1,29,0.8395,0.722,None,0,Late (16-30 days)
LOAN_04407,CUST_04399,Personal,15314.71,Wedding,2025-04-10,624,6.36,60,298.65,2,28514.91,0.14,0.2991,0,0,1.0,0.2102,Savings Account,0,Current
LOAN_04408,CUST_00217,Mortgage,165806.2,Investment Property,2025-05-01,626,7.35,300,1209.16,1,334054.83,0.3168,3.6201,0,0,0.9636,0.1986,Residential Property,0,Current
LOAN_04409,CUST_06487,Personal,35995.06,Relocation,2023-05-28,590,7.6,36,1121.32,1,52286.97,0.3371,0.9017,2,24,0.6913,0.1187,Jewelry,1,Default
LOAN_04410,CUST_06950,Consumer,36900.31,Subscription,2023-09-15,606,8.02,24,1669.24,2,75902.24,0.6312,0.5814,0,0,0.9837,0.3865,None,1,Default
LOAN_04411,CUST_05813,Auto,1699.84,Used Car Purchase,2025-01-31,594,8.32,48,41.75,5,2588.14,0.9877,0.6702,1,12,0.8445,0.4135,Used Vehicle,1,Default
LOAN_04412,CUST_01194,Consumer,14337.97,Travel Package,2024-03-23,644,6.4,6,2434.47,2,32489.24,1.5,0.7005,0,0,0.9999,0.3852,Electronics,0,Current
LOAN_04413,CUST_03339,Auto,32795.87,Commercial Vehicle,2011-08-16,541,10.13,36,1060.23,2,74620.05,1.5,1.9653,0,23,0.9321,0.6067,Used Vehicle,0,Late (16-30 days)
LOAN_04414,CUST_08598,Mortgage,123051.17,Second Home,2025-02-28,629,7.9,180,1168.85,1,276847.23,0.7969,6.9915,1,28,0.7998,0.1116,Commercial Property,0,Late (16-30 days)
LOAN_04415,CUST_00523,Mortgage,82426.57,Land Purchase,2019-06-07,522,10.27,240,810.24,1,192018.86,0.7127,6.0417,1,20,0.8145,0.9852,Residential Property,1,Default
LOAN_04416,CUST_06648,Auto,29239.92,Car Repair,2023-04-23,472,11.54,60,643.65,3,72242.2,1.5,1.9605,0,8,0.9544,0.3799,Motorcycle,1,Default
LOAN_04417,CUST_05691,Auto,68418.33,Motorcycle,2024-10-28,606,7.55,36,2129.81,1,161936.56,0.5524,1.4788,0,5,0.9953,0.1818,New Vehicle,0,Grace Period
LOAN_04418,CUST_03463,Personal,3205.47,Wedding,2024-08-29,554,9.34,60,67.07,2,5410.16,0.5658,1.1266,1,26,0.7792,0.1862,None,0,Late (16-30 days)
LOAN_04419,CUST_07955,Personal,5362.43,Debt Consolidation,2025-05-31,584,7.4,12,464.98,3,6582.46,1.5,0.863,1,29,0.8321,0.2643,Savings Account,0,Late (16-30 days)
LOAN_04420,CUST_08873,Personal,52959.42,Education Fees,2020-04-29,648,7.57,36,1649.07,1,114070.48,0.4815,1.2887,0,0,1.0,0.0794,Fixed Deposit,0,Current
LOAN_04421,CUST_05528,Personal,12166.94,Wedding,2025-05-30,572,9.32,24,557.63,3,15438.14,1.5,1.0384,0,14,0.9558,0.4167,Fixed Deposit,0,Grace Period
LOAN_04422,CUST_00279,Personal,10732.03,Emergency Fund,2021-05-10,563,8.28,60,219.05,1,11895.72,0.1754,0.7161,1,24,0.8169,0.5399,Jewelry,0,Late (16-30 days)
LOAN_04423,CUST_08493,Personal,40415.39,Education Fees,2025-02-13,607,8.43,48,994.84,5,80273.67,1.5,1.1714,0,0,0.9669,0.4353,Fixed Deposit,0,Fully Paid
LOAN_04424,CUST_00777,Auto,1092.58,Car Refinance,2015-11-14,455,12.06,72,21.39,4,1706.55,1.0268,1.0926,0,4,1.0,0.5246,Used Vehicle,1,Default
LOAN_04425,CUST_08878,Mortgage,76706.73,Investment Property,2023-07-03,601,8.76,120,961.75,3,84040.78,1.5,6.9546,1,25,0.8387,0.1277,Land,1,Default
LOAN_04426,CUST_05469,Auto,3729.1,Commercial Vehicle,2024-09-14,462,10.76,48,95.95,1,8086.55,0.3565,1.1547,0,7,0.9378,0.8442,Motorcycle,0,Grace Period
LOAN_04427,CUST_01335,Auto,9514.44,Commercial Vehicle,2024-12-15,555,9.02,36,302.65,1,10923.03,0.7343,1.9236,0,1,0.9822,0.2907,New Vehicle,0,Grace Period
LOAN_04428,CUST_00911,Auto,1622.97,Used Car Purchase,2024-05-08,511,10.14,36,52.48,4,2180.16,1.5,1.2615,2,42,0.6684,0.8469,Used Vehicle,1,Late (31-90 days)
LOAN_04429,CUST_09371,Personal,6035.9,Education Fees,2021-05-24,560,7.92,12,524.83,1,9072.26,1.174,1.1251,0,0,1.0,0.0847,Jewelry,1,Default
LOAN_04430,CUST_03357,Mortgage,2607.37,Investment Property,2025-05-31,555,9.48,240,24.27,2,6033.78,0.4531,2.0281,1,33,0.8005,0.0332,Residential Property,1,Late (31-90 days)
LOAN_04431,CUST_05345,Personal,5113.15,Other Personal,2023-09-25,627,7.48,60,102.41,2,5805.4,0.0971,0.2019,0,6,1.0,0.4935,Savings Account,0,Grace Period
LOAN_04432,CUST_02817,Auto,51072.21,Car Refinance,2024-08-15,576,9.34,48,1279.2,1,119717.24,0.5923,1.9706,1,19,0.8471,0.3312,Motorcycle,0,Late (16-30 days)
LOAN_04433,CUST_00153,Auto,11250.92,Motorcycle,2024-08-25,504,9.23,60,234.81,2,24559.21,0.668,1.3337,0,22,0.9344,0.7178,Motorcycle,1,Default
LOAN_04434,CUST_00017,Personal,3566.38,Other Personal,2023-07-21,537,9.58,60,75.04,2,4076.36,0.132,0.2614,1,49,0.7898,0.6101,Fixed Deposit,0,Late (31-90 days)
LOAN_04435,CUST_06574,Consumer,3406.87,Retail Financing,2021-06-17,525,9.5,12,298.73,5,8409.63,1.3224,0.2514,0,42,0.8902,0.4475,None,1,Late (31-90 days)
LOAN_04436,CUST_04533,Auto,103198.1,Car Repair,2023-05-04,626,7.66,72,1792.31,2,202225.51,0.5759,1.3816,0,4,1.0,0.2434,New Vehicle,0,Grace Period
LOAN_04437,CUST_07801,Auto,4242.08,Commercial Vehicle,2023-08-11,551,8.12,60,86.26,1,10109.28,0.139,0.5697,0,13,0.9182,0.1129,Used Vehicle,0,Grace Period
LOAN_04438,CUST_09300,Personal,8447.57,Home Improvement,2025-05-20,580,7.76,48,205.28,2,10211.07,0.3249,0.5571,0,1,1.0,0.2006,None,0,Grace Period
LOAN_04439,CUST_06410,Consumer,15708.69,Subscription,2023-09-05,598,7.14,24,704.32,3,33467.42,0.9686,0.6001,1,31,0.8089,0.3091,Electronics,1,Late (31-90 days)
LOAN_04440,CUST_04454,Mortgage,99119.25,Second Home,2024-07-21,673,5.45,360,559.68,2,146652.39,0.3208,2.3672,0,0,1.0,0.2159,Land,0,Current
LOAN_04441,CUST_00194,Personal,68538.2,Legal Fees,2022-07-11,631,7.18,12,5936.08,1,162148.73,1.4536,1.3987,0,1,1.0,0.2349,Savings Account,0,Grace Period
LOAN_04442,CUST_08255,Mortgage,6279.29,Refinance,2024-09-23,454,12.05,180,75.56,2,7491.17,1.5,6.2793,2,64,0.6171,0.4082,Residential Property,0,Late (31-90 days)
LOAN_04443,CUST_04661,Personal,64198.22,Debt Consolidation,2024-04-30,671,6.07,36,1955.07,1,76823.92,0.4492,1.2292,0,0,0.9708,0.4534,Fixed Deposit,0,Current
LOAN_04444,CUST_04957,Personal,16134.8,Medical Expenses,2025-04-04,605,8.15,60,328.32,3,20658.87,0.7617,1.0398,0,5,0.9412,0.0417,Jewelry,0,Grace Period
LOAN_04445,CUST_04184,Auto,56431.91,Car Repair,2025-05-15,589,8.41,24,2562.83,3,137192.68,1.5,0.9352,2,67,0.6297,0.0622,Used Vehicle,0,Late (31-90 days)
LOAN_04446,CUST_04590,Auto,90661.81,Car Repair,2024-12-15,636,7.27,60,1806.78,3,137058.39,1.0287,1.4339,1,7,0.8612,0.5278,Motorcycle,1,Default
LOAN_04447,CUST_08767,Personal,23139.48,Debt Consolidation,2025-04-08,594,7.92,12,2012.01,1,47508.87,0.6018,0.5768,0,0,0.9552,0.5244,Jewelry,1,Default
LOAN_04448,CUST_00217,Auto,86262.22,New Car Purchase,2025-04-19,646,5.82,60,1660.48,4,165634.73,1.5,1.8834,1,27,0.819,0.3471,New Vehicle,0,Late (16-30 days)
LOAN_04449,CUST_02292,Auto,7518.21,Commercial Vehicle,2025-01-17,567,8.75,60,155.16,1,10452.29,0.1344,0.5428,0,15,0.9609,0.4426,Used Vehicle,0,Grace Period
LOAN_04450,CUST_06298,Personal,16176.29,Emergency Fund,2021-08-04,617,7.27,36,501.48,1,20278.72,0.2554,0.6864,0,2,0.992,0.0676,Savings Account,0,Grace Period
LOAN_04451,CUST_08114,Auto,2788.63,Car Repair,2025-05-26,605,7.63,24,125.65,1,6017.73,0.5421,1.0027,0,6,1.0,0.186,Motorcycle,1,Default
LOAN_04452,CUST_07770,Personal,65791.85,Wedding,2022-02-25,655,5.81,36,1995.86,1,75852.77,0.4991,1.371,0,1,1.0,0.1864,Fixed Deposit,0,Grace Period
LOAN_04453,CUST_08355,Mortgage,152876.92,Land Purchase,2020-09-03,530,9.61,300,1347.39,4,377824.76,1.5,4.774,0,9,0.9741,0.4125,Commercial Property,1,Default
LOAN_04454,CUST_07369,Personal,19233.73,Emergency Fund,2024-02-08,575,7.63,12,1669.82,5,41028.54,1.5,1.1993,0,1,1.0,0.4024,Fixed Deposit,0,Grace Period
LOAN_04455,CUST_07742,Consumer,34543.76,Travel Package,2024-09-23,563,8.49,12,3012.74,3,53898.36,1.5,0.7906,2,45,0.7214,0.3321,Furniture,0,Late (31-90 days)
LOAN_04456,CUST_07576,Personal,4550.44,Other Personal,2024-05-11,567,8.79,12,397.5,4,8379.33,1.5,1.1107,0,11,0.9804,0.4166,None,1,Default
LOAN_04457,CUST_00951,Mortgage,194352.67,Refinance,2023-10-17,629,6.56,300,1319.58,1,426497.05,0.5572,6.8385,1,24,0.8244,0.3549,Land,0,Late (16-30 days)
LOAN_04458,CUST_02625,Consumer,11644.15,Furniture,2024-06-27,639,6.44,18,680.38,1,19432.3,0.2066,0.2946,0,0,0.9675,0.064,None,1,Default
LOAN_04459,CUST_07765,Auto,20556.06,New Car Purchase,2020-05-16,543,9.41,36,657.61,1,34266.63,0.4039,1.0521,0,11,0.9353,0.6263,Used Vehicle,0,Grace Period
LOAN_04460,CUST_02049,Mortgage,140125.55,Land Purchase,2024-12-28,650,6.4,300,937.4,2,257006.44,0.5644,3.5155,0,0,0.96,0.0915,Residential Property,0,Current
LOAN_04461,CUST_08675,Consumer,12251.7,Retail Financing,2024-10-27,576,8.16,36,384.83,2,21180.9,0.4308,0.5715,0,0,1.0,0.384,Electronics,1,Default
LOAN_04462,CUST_01402,Auto,1237.03,Car Refinance,2024-06-16,562,9.59,72,22.66,2,1862.03,0.5298,1.2051,0,8,1.0,0.0555,New Vehicle,0,Grace Period
LOAN_04463,CUST_03200,Auto,63043.64,Car Repair,2024-12-16,642,5.99,60,1218.52,2,122006.24,0.4474,0.9645,0,1,0.9569,0.1215,Motorcycle,0,Grace Period
LOAN_04464,CUST_09918,Auto,81351.15,Used Car Purchase,2024-09-09,642,6.75,60,1601.27,1,154074.71,0.4716,1.9964,0,4,0.9713,0.2828,New Vehicle,0,Grace Period
LOAN_04465,CUST_00234,Personal,5767.15,Vacation,2022-12-31,565,9.21,60,120.31,3,11812.17,0.8341,1.1106,2,41,0.6898,0.3102,Savings Account,1,Late (31-90 days)
LOAN_04466,CUST_00886,Auto,1503.87,New Car Purchase,2025-04-17,560,9.65,72,27.6,1,3187.56,0.3312,1.5039,0,0,1.0,0.4497,Used Vehicle,0,Current
LOAN_04467,CUST_05850,Personal,31738.58,Wedding,2013-09-23,600,7.82,24,1432.85,2,38867.8,1.2168,1.1231,0,3,1.0,0.148,Savings Account,0,Grace Period
LOAN_04468,CUST_09741,Auto,19657.37,New Car Purchase,2024-09-09,559,9.53,36,629.96,2,46271.16,1.0605,1.3788,1,21,0.8846,0.212,Motorcycle,0,Late (16-30 days)
LOAN_04469,CUST_08936,Mortgage,14880.31,Investment Property,2024-10-06,549,8.63,180,147.67,3,27322.73,1.4068,3.9377,0,11,0.955,0.6861,Commercial Property,1,Default
LOAN_04470,CUST_07690,Personal,53872.42,Legal Fees,2023-12-17,577,8.61,12,4701.49,2,87056.65,1.5,1.3806,1,19,0.8927,0.3157,Savings Account,0,Late (16-30 days)
LOAN_04471,CUST_02758,Mortgage,171391.95,Home Construction,2020-10-16,577,8.52,360,1320.29,1,283042.02,0.4724,5.11,1,11,0.8467,0.246,Residential Property,0,Grace Period
LOAN_04472,CUST_09894,Mortgage,77248.03,Investment Property,2024-09-06,514,9.93,120,1017.85,4,162510.7,1.5,6.3302,2,22,0.7434,0.643,Commercial Property,0,Late (16-30 days)
LOAN_04473,CUST_02011,Mortgage,153445.9,Primary Residence,2023-07-26,668,5.43,240,1049.48,3,331357.8,0.7621,3.0953,0,0,1.0,0.4915,Residential Property,0,Current
LOAN_04474,CUST_08588,Personal,7224.94,Relocation,2023-09-22,601,8.08,60,146.77,2,10941.75,0.1771,0.3632,1,27,0.7842,0.0657,Jewelry,0,Late (16-30 days)
LOAN_04475,CUST_02192,Auto,1893.76,Car Repair,2025-05-14,553,8.13,48,46.35,4,3905.92,1.5,1.3005,0,4,1.0,0.0531,Motorcycle,0,Grace Period
LOAN_04476,CUST_09653,Personal,28737.5,Other Personal,2024-11-11,583,8.4,12,2505.15,1,70614.4,0.8914,0.8521,0,3,0.975,0.4831,Jewelry,0,Grace Period
LOAN_04477,CUST_09253,Mortgage,32625.64,Land Purchase,2024-11-10,499,11.16,240,340.32,2,37200.59,0.7652,3.0564,3,75,0.4652,0.5203,Residential Property,1,Late (31-90 days)
LOAN_04478,CUST_00595,Consumer,18682.57,Retail Financing,2024-07-11,606,6.92,6,3176.91,2,23868.69,1.5,0.4919,1,11,0.8564,0.4491,Furniture,0,Grace Period
LOAN_04479,CUST_02585,Personal,14433.29,Wedding,2022-10-13,512,10.46,36,468.85,2,28529.13,0.8677,1.113,2,22,0.7254,0.4106,Fixed Deposit,0,Late (16-30 days)
LOAN_04480,CUST_01365,Personal,770.92,Education Fees,2025-05-27,548,9.41,12,67.56,2,877.0,1.5,0.7709,1,24,0.812,0.494,Fixed Deposit,0,Late (16-30 days)
LOAN_04481,CUST_04132,Mortgage,16257.24,Home Construction,2023-02-02,503,9.58,240,152.39,2,16675.85,0.5788,2.5728,0,3,0.9959,0.4031,Residential Property,0,Grace Period
LOAN_04482,CUST_08802,Consumer,3728.12,Travel Package,2023-12-21,505,10.61,12,328.82,1,6669.31,0.6378,0.6026,0,5,0.9865,0.4323,Electronics,0,Grace Period
LOAN_04483,CUST_09911,Consumer,20808.13,Retail Financing,2025-05-07,622,8.35,18,1233.93,1,40289.69,0.3727,0.5237,0,5,0.9532,0.4203,None,0,Grace Period
LOAN_04484,CUST_07804,Mortgage,7832.14,Land Purchase,2025-03-09,487,11.31,360,76.43,2,12909.7,1.5,7.8321,0,6,0.9977,0.4302,Residential Property,0,Grace Period
LOAN_04485,CUST_09856,Mortgage,101702.89,Primary Residence,2024-08-29,620,6.87,120,1174.05,4,126425.3,1.5,6.6804,0,9,0.9993,0.0833,Commercial Property,0,Grace Period
LOAN_04486,CUST_05125,Auto,1247.12,Car Repair,2024-09-24,501,9.61,60,26.26,5,2677.63,1.3955,1.1046,0,13,0.9334,0.9143,New Vehicle,0,Grace Period
LOAN_04487,CUST_00141,Personal,2634.0,Wedding,2024-05-05,461,12.04,36,87.54,1,6033.18,0.1792,0.4494,1,40,0.8194,0.5064,None,0,Late (31-90 days)
LOAN_04488,CUST_01017,Consumer,954.32,Retail Financing,2023-08-19,620,6.56,36,29.28,2,2351.19,0.2924,0.3972,0,4,1.0,0.1985,None,0,Grace Period
LOAN_04489,CUST_01171,Personal,8237.04,Emergency Fund,2024-04-28,608,7.92,36,257.82,3,15428.86,0.4305,0.3821,0,3,0.9836,0.1217,Savings Account,0,Grace Period
LOAN_04490,CUST_02420,Personal,22557.99,Relocation,2019-12-11,594,8.4,36,711.06,3,40484.47,0.8718,0.7682,0,5,0.9581,0.0656,None,0,Grace Period
LOAN_04491,CUST_04169,Personal,13225.12,Relocation,2021-04-04,616,8.42,48,325.48,1,26296.36,0.2142,0.7253,0,1,0.953,0.1877,Jewelry,0,Grace Period
LOAN_04492,CUST_05231,Personal,10438.38,Medical Expenses,2025-01-11,521,9.06,60,216.99,4,16362.53,0.966,0.9681,1,13,0.8779,0.6603,Savings Account,1,Default
LOAN_04493,CUST_00359,Personal,22645.33,Emergency Fund,2022-09-03,616,7.19,12,1961.41,4,40246.92,1.5,0.5896,0,0,0.9943,0.048,Jewelry,0,Fully Paid
LOAN_04494,CUST_08656,Personal,29200.98,Wedding,2023-02-03,654,6.24,24,1297.37,3,70184.42,1.5,1.2435,0,4,0.9835,0.1154,None,0,Grace Period
LOAN_04495,CUST_02769,Personal,8751.4,Emergency Fund,2024-12-16,553,9.71,36,281.19,2,17230.91,1.1072,1.4358,2,24,0.7047,0.2719,Savings Account,1,Default
LOAN_04496,CUST_00449,Consumer,1480.85,Retail Financing,2025-04-14,506,9.3,36,47.3,3,3063.03,0.2463,0.2142,0,2,1.0,0.3793,Electronics,0,Grace Period
LOAN_04497,CUST_02382,Mortgage,273584.19,Home Construction,2024-01-08,666,6.35,240,2015.68,2,406101.79,0.9814,5.5504,0,0,0.961,0.3622,Land,0,Current
LOAN_04498,CUST_04438,Auto,12403.49,Used Car Purchase,2022-05-28,563,9.3,48,310.43,3,18871.88,1.2653,1.4043,0,1,1.0,0.548,Motorcycle,0,Grace Period
LOAN_04499,CUST_05374,Mortgage,36415.17,Second Home,2024-11-20,527,9.11,240,330.22,5,41338.81,1.5,3.3175,0,2,0.9478,0.7307,Commercial Property,1,Default
LOAN_04500,CUST_09009,Auto,46443.78,New Car Purchase,2008-08-17,546,8.28,24,2106.46,5,90890.18,1.5,1.6918,0,0,0.9733,0.6672,New Vehicle,1,Default
LOAN_04501,CUST_04466,Personal,27641.9,Other Personal,2021-09-01,636,6.06,36,841.67,3,68267.04,0.7013,0.6397,0,5,0.97,0.4042,Fixed Deposit,0,Grace Period
LOAN_04502,CUST_04903,Consumer,8673.14,Retail Financing,2024-01-08,510,9.16,12,759.12,2,9210.82,1.4202,0.6761,1,10,0.9034,0.9539,Furniture,0,Grace Period
LOAN_04503,CUST_05944,Personal,7468.23,Education Fees,2024-03-04,573,8.13,60,151.89,2,17601.01,0.2925,0.5992,0,1,0.9767,0.2686,Savings Account,0,Grace Period
LOAN_04504,CUST_09815,Mortgage,5096.35,Refinance,2025-03-08,525,9.07,120,64.75,2,9599.58,1.5,4.9823,1,37,0.848,0.3882,Residential Property,0,Late (31-90 days)
LOAN_04505,CUST_06210,Auto,5317.72,Car Repair,2022-01-03,518,9.23,60,110.98,5,11831.27,1.5,1.8311,0,21,0.986,0.4,Motorcycle,0,Late (16-30 days)
LOAN_04506,CUST_03547,Auto,39114.82,Used Car Purchase,2016-07-07,591,8.16,36,1228.61,1,43717.42,0.4738,1.2571,0,0,1.0,0.1229,Motorcycle,1,Default
LOAN_04507,CUST_05941,Auto,38149.01,Car Repair,2021-07-08,552,9.71,72,701.18,1,44898.12,0.3158,1.4318,1,12,0.8873,0.1975,Motorcycle,0,Grace Period
LOAN_04508,CUST_03878,Auto,70634.19,Used Car Purchase,2021-07-25,601,7.99,36,2213.09,2,110005.91,1.0784,1.4341,0,14,0.9608,0.3859,Motorcycle,1,Default
LOAN_04509,CUST_04894,Consumer,12514.03,Appliances,2025-02-07,605,7.47,18,737.06,3,17329.09,0.7852,0.3703,0,0,0.9708,0.4034,None,1,Default
LOAN_04510,CUST_02248,Mortgage,135768.4,Second Home,2025-05-02,566,8.37,120,1673.91,2,186242.16,1.3329,4.5047,1,28,0.8009,0.1075,Land,0,Late (16-30 days)
LOAN_04511,CUST_02408,Auto,17789.54,Commercial Vehicle,2024-02-07,557,7.98,24,804.41,1,22659.73,0.8299,1.5295,0,2,0.9846,0.1778,Used Vehicle,0,Grace Period
LOAN_04512,CUST_03674,Consumer,1818.55,Furniture,2022-08-18,571,7.97,6,310.18,1,2343.43,0.2934,0.1433,0,8,0.9392,0.5715,None,0,Grace Period
LOAN_04513,CUST_01259,Consumer,18917.92,Furniture,2024-04-14,596,8.3,6,3229.75,4,44461.01,1.5,0.6374,2,26,0.702,0.0244,None,0,Late (16-30 days)
LOAN_04514,CUST_06422,Personal,23391.7,Relocation,2024-08-04,639,7.57,24,1053.36,1,47510.83,0.6466,1.1966,1,18,0.8077,0.107,Fixed Deposit,0,Late (16-30 days)
LOAN_04515,CUST_08854,Auto,4289.27,Motorcycle,2024-05-19,497,9.62,48,108.01,1,5917.41,0.2388,0.7901,3,46,0.5752,0.4983,New Vehicle,1,Late (31-90 days)
LOAN_04516,CUST_02139,Personal,40702.58,Vacation,2022-12-03,647,5.9,24,1802.13,1,77107.23,0.5165,0.9721,0,8,1.0,0.4823,Fixed Deposit,0,Grace Period
LOAN_04517,CUST_03931,Auto,18758.92,Used Car Purchase,2024-05-14,576,7.98,60,380.18,3,34814.19,0.9304,1.2753,1,13,0.8759,0.4309,Motorcycle,0,Grace Period
LOAN_04518,CUST_03347,Mortgage,337687.95,Investment Property,2022-03-22,647,6.69,360,2176.79,4,611166.29,1.5,6.1495,1,14,0.8902,0.0757,Land,1,Default
LOAN_04519,CUST_01316,Mortgage,52473.71,Refinance,2022-02-11,508,9.6,300,462.11,1,79753.53,0.6996,6.6197,0,8,0.9928,0.4834,Land,0,Grace Period
LOAN_04520,CUST_07889,Mortgage,50420.32,Refinance,2024-05-09,541,10.14,180,546.15,1,113708.94,0.5996,4.6131,2,51,0.6188,0.6001,Commercial Property,1,Late (31-90 days)
LOAN_04521,CUST_02044,Consumer,579.66,Appliances,2023-12-01,564,7.89,12,50.39,2,1380.84,0.36,0.1725,1,40,0.7796,0.342,None,0,Late (31-90 days)
LOAN_04522,CUST_05576,Mortgage,193172.43,Investment Property,2021-03-09,628,6.78,240,1472.26,1,230685.28,0.5677,6.2073,0,1,0.9778,0.3121,Commercial Property,0,Grace Period
